StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-12-01 19:21:09,2025-12-01 19:33:52,IP Address,100,762,True,2025-12-01 19:33:52,R_1e9bsjTiUlAbEr3,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,3,2,1,6,4,5,7,Very important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Moderately important,Extremely important,Definitely yes,"I've never been one to worry about costs, as higher education, especially at a graduate level, will only serve to help you personally, academically, and professionally. For me, deciding to potentially pursue a masters wasn't weighed with money, it was weighed with time. I'm a weird use case, because I will graduate in undergrad with more than 150 credits, so for me getting a master's is more of an accomplishment than a necessity. If I get a masters, I'll probably have to put the CPA on hold if it turns out I don't have time, but if I put off a masters for later I can do the CPA sooner. ",,,,,,,,,,,,Somewhat Positive,"I feel like it takes away an arbitrary limitation on the licensure, where we were limiting people for no reason. I can see the intention was to direct towards master's programs for missing credits, but they accept any type of credits, so people just went and took art classes at a community college as a cheaper and easier alternative.","More specializations, MAcc's are great, but I'm leaning towards an MTax simply for the specialization. This can be done in the same way the CPA license has specialized in the new discipline options.",Somewhat attractive,Full-time,Accounting,Yes,Yes,Utah,26,No,,,,,,,,
2025-12-01 20:06:13,2025-12-01 20:20:16,IP Address,100,843,True,2025-12-01 20:20:16,R_3eVQe7HrlloQBXI,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,4,5,1,2,3,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Might or might not,"UVU does a good job at keeping costs low. If I were on my own, I would consider graduate school worth it. Knowing that I need to help support others in my family, it feels more necessary to join the workforce as soon as possible. ",,,,,,,,,,,,Somewhat Positive,"I've known about the change, but I haven't known how to adjust my own plans with the change. Overall, though, I think it could have a good effect. ",I don't have any suggestions.,Somewhat attractive,Full-time,Accounting,No,No,Utah,38,No,,,,,,,,
2025-12-01 20:21:35,2025-12-01 20:36:00,IP Address,100,864,True,2025-12-01 20:36:00,R_5b3hGQgI1uLQufg,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,Significantly decreased desire,Yes,,,,,,,,,,7,1,2,3,5,6,4,Extremely important,Very important,Extremely important,Very important,Very important,Extremely important,Slightly important,Extremely important,Probably not,"In my understanding and experiences it does not matter the schooling as long as you have the CPA. The CPA trumps all other educational achievements. An accountant will say ""I have a CPA"" before saying ""I have my masters"" given this I do not think a graduate degree would have a better long term, short term maybe, pay increase.",,,,,,,,,,,,Very Positive,Work experience is more valuable than studied experience. You know the field instead of knowing what a field is.,"Specifically for public accounting, have the course work be actual work. Have universities create accounting firms that use students to do the work.

Each student will take part in all aspects of the public accounting world with actual experience with some classes on the side to support what they are doing in the class.

Students learn hands on, make money, and the universities make money. It will be a better structure to get students ready for the workforce especially because ai will keep taking the entry jobs away. It will give them the head start to actually get into the field.",Somewhat attractive,Full-time,Accounting,Yes,Yes,Utah,26,No,,,,,,,,
2025-12-01 20:41:52,2025-12-01 20:56:25,IP Address,100,873,True,2025-12-01 20:56:25,R_33rZd4rHxfy6Jt7,anonymous,EN,Yes,Somewhat likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,6,7,1,2,3,5,4,Moderately important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Probably yes,"Some of this is influenced by WHERE you go to school and the costs associated, since they are not all equal, but in my experience, it is worth a few years of added costs to be able to increase my income for the rest of my career.  I have been working in the accounting field for a few years now, and have found that without further education, there is a limit on how fast and how far I can progress.  To me, this makes the costs associated worth it.",,,,,,,,,,,,Somewhat Positive,"I feel that it is good for the accounting field, since there are less people pursuing it, but I am still deciding whether I want to get my CPA certification, so it has less of an effect on me.  I am pursuing my degree as a separate goal from the CPA requirement.","I feel that with the CPA certification less reliant on the graduate degree, it allows the graduate degree courses to have a little more flexibility to cover other accounting topics and help round out students' understanding of accounting beyond audit and tax.",Very attractive,Part-time,Accounting,Yes,Yes,Utah,32,No,,,,,,,,
2025-12-01 20:55:33,2025-12-01 21:01:59,IP Address,100,385,True,2025-12-01 21:01:59,R_7XbNTduaaPbNv3F,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,4,3,6,2,5,7,1,Very important,Very important,Very important,Extremely important,Very important,Very important,Slightly important,Extremely important,Definitely yes,Tuition expense and timing are my biggest deterrents to attending graduate school,,,,,,,,,,,,Very Positive,"There is so much you can learn in a classroom in a relatively short amount of time, but with actual work experience the knowledge is deeper and longer lasting. I think the ability to choose the path that works best for you is an amazing opportunity for aspiring CPAs",,Very attractive,Full-time,Other Business / Non-accounting,No,No,Utah,39,No,,,,,,,,
2025-12-01 20:59:08,2025-12-01 21:03:10,IP Address,100,241,True,2025-12-01 21:03:10,R_639CNGnNwVkLi1P,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly increased desire,Significantly decreased desire,Yes,,,,,,,,,,2,1,3,4,5,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Probably yes,"My thoughts about graduate school are that it costs so much money over time that I could spend working and making money but still working towards the same goal. ",,,,,,,,,,,,Very Positive,I am excited to spend 2 years working instead of 2 year paying for school before I take the cpa exam,,Somewhat unattractive,Full-time,Accounting,Yes,Yes,Utah,22,No,,,,,,,,
2025-12-01 22:13:12,2025-12-01 22:19:07,IP Address,100,354,True,2025-12-01 22:19:07,R_5VOzYlNL9Hpn3ZO,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,Decreased desire,Yes,,,,,,,,,,2,3,1,6,7,4,5,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Moderately important,Extremely important,Moderately important,Might or might not,"I have heavily weighed if paying ~15k would be worth it when it is not mandatory. Would it help that much? Will it set me apart to have a graduate degree? Would it be a better use of my time and resources to study for the exam and work? Honestly I feel like there is no right answer and both are beneficial. ",,,,,,,,,,,,Very Positive,"I think that it is going to make it more accesible to get a CPA, which I think is great!","I think that graduate degrees need to be more flexible. I want to finish the degree fast, but I also can not afford to not work while completing the degree. I sometimes feel like I would have to sacrifice my livelihood to be able to get a graduate degree.",Very attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-01 23:26:44,2025-12-01 23:45:00,IP Address,100,1096,True,2025-12-01 23:45:00,R_57p1XQL7d15OxG2,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,1,2,4,3,5,6,7,Extremely important,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Probably yes,"I have considered the positions I am most interested in and if a CPA licensure is required. Because a CPA license is not required for the position(s) I'm most interested in, then I look at the time spent taking the classes on a part-time basis and how that prolongs where I could be at after undergraduate graduation professionally and financially without pursuing a graduate degree.",,,,,,,,,,,,Somewhat Positive,"It trades 30 hours of credit hours for a year of work experience, which is roughly equivalent in time. One would hope that the value of working in the field being credited is equivalent or more beneficial to the student. It is definitely a cost saving decision.","I think the restructuring of which 120 credit hours are required should be done very carefully. I also think a broader range of elective choices should be offered, better than the undergraduate program. I believe there are too many fixed choices; there should be a larger offering for the student to choose how to fulfill those credit hours. I think Career and Student Support services are already sufficient and wouldn't need to change based on the changes.",Very attractive,Part-time,Accounting,No,No,Utah,44,No,,,,,,,,
2025-12-02 08:29:46,2025-12-02 08:37:33,IP Address,100,467,True,2025-12-02 08:37:33,R_1cwEP9znfQGz05j,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,4,5,3,6,7,Very important,Extremely important,Very important,Very important,Very important,Extremely important,Very important,Very important,Might or might not,I think it depends heavily on your goals and your age.,,,,,,,,,,,,Somewhat Positive,"I believed it gets more people interested to take it, beacause of the cost reduction.","I believe the program would benefit from incorporating more managerial-level skills and real-world leadership experiences. As AI continues to automate many entry-level accounting tasks, traditional starting roles are becoming more limited. Employers are increasingly looking for graduates who can take on higher-level responsibilities earlier in their careers. Enhancing the program with coursework and applied learning focused on management, strategic decision-making, communication, and supervisory skills would better prepare students for this shift and help them enter the workforce with the confidence and capabilities organizations need.",Very attractive,Full-time,Accounting,No,No,Utah,39,No,,,,,,,,
2025-12-02 10:15:10,2025-12-02 10:21:45,IP Address,100,394,True,2025-12-02 10:21:45,R_3DZ2l4lLnZBOkdA,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,1,2,4,5,6,3,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Definitely yes,"It would be expensive to go into a MAC, but in the long term it will be worth it.",,,,,,,,,,,,Very Positive,I think its good to have alternative ways to be able to pursue this career.,From what I know so far it seems fine since it has worked for so long.,Somewhat attractive,Full-time,Accounting,Yes,No,Utah,21,No,,,,,,,,
2025-12-02 10:21:16,2025-12-02 10:43:28,IP Address,100,1331,True,2025-12-02 10:43:28,R_7HA9z5RzYydgaMV,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,4,6,5,3,7,Extremely important,Extremely important,Very important,Very important,Very important,Very important,Moderately important,Extremely important,Probably yes,"I've thought that the benefits of attending graduate school and getting my MAcc would outweigh the costs but my main concern was more about work experience. I  know I worried that, unless I'm working while attending graduate school, getting the MAcc wouldn't be as valuable to me as getting into the business and doing the work. If the MAcc classes are structured how I figure they are it is a lot more technical and textbook based compared to getting actual hands on experience at a firm.",,,,,,,,,,,,Very Positive,I like this new model because it allows for the opportunity to still pursue the MAcc without making it a requirement. So I can decide I'd rather get the hands on experience of working for two years instead of going to graduate school.,"I think that one way to improve the graduate program would be to incorporate more hands on learning. I think it would be beneficial if classes could on occasion bring Professionals into the classroom to introduce a professional look into each subject. I know most of the accounting professors are professionals and have worked in accounting professionally but I think it could be beneficial to bring outside professionals. For example, in an audit class you could have students work together in groups to ""perform"" an audit based on the systems that an actual business has in place and based on their actual financial statements and then bring a professional auditor to come in and discuss the actual audit and have a discussion about any concerns their audit team had compared to the students or the process their team went through to conduct the audit. Obviously this would take a lot of work to happen, but if it could happen I think it would be immensely beneficial because the work that the students do is actual work from an actual business and it gives them the opportunity to discuss the subject with a current professional and potentially network with them.",Very attractive,Full-time,Accounting,No,No,Utah,21,No,,,,,,,,
2025-12-02 15:07:04,2025-12-02 15:10:48,IP Address,100,223,True,2025-12-02 15:10:48,R_7vO50bCmbQY2TUR,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,,,,,,,,Very important,Very important,Moderately important,Very important,Extremely important,Extremely important,Moderately important,Slightly important,Might or might not,"tuition is definitely higher ",,,,,,,,,,,,Very Positive,it makes it more accessible for candidates to obtain their CPA,,Very attractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
2025-12-02 19:48:48,2025-12-02 20:01:48,IP Address,100,779,True,2025-12-02 20:01:48,R_13D6pRRWo52y1JT,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,No change in desire,No,,,,,,,,,,3,1,2,4,5,6,7,Extremely important,Moderately important,Very important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Definitely yes,"I am hoping graduate school will dive in more into tax related items. Undergraduate program has not had many courses focusing on tax. ",,,,,,,,,,,,Very Positive,"I paused school to gain work experience to make sure I actually wanted to work in the industry. Many students do that as well, so knowing that work experience can help with the licensing process is great news. ","I am not in graduate school, so I am not sure what the current structure looks like. If it isn't already like this, I'd highly suggest having emphasis degrees in Accounting. Accounting is a wide industry. I wish I was able to take more classes related to what I want to do, which is tax, and less management and business classes. ",Very attractive,Full-time,Accounting,Yes,Yes,Utah,29,Yes,,,,,,,,
2025-12-02 20:01:51,2025-12-02 20:06:03,IP Address,100,251,True,2025-12-02 20:06:04,R_3OQiEFsuv9kFew1,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,No change in desire,No,,,,,,,,,,3,1,2,4,5,6,7,Extremely important,Very important,Very important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Definitely yes,"I think more about the benefits of getting a Masters Degree, knowledge and future job opportunities. ",,,,,,,,,,,,Very Positive,,"I would suggest specialty based degrees; tax, auditing, management, etc. I did not like that the undergraduate program only included one tax related class, but very many management and business related classes. ",Very attractive,Full-time,Accounting,Yes,Yes,Utah,29,No,,,,,,,,
2025-12-02 21:21:41,2025-12-02 21:26:14,IP Address,100,272,True,2025-12-02 21:26:14,R_51sWOtpIzuPy8CP,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a minor factor in my decision to pursue a graduate program.,Strongly agree,Neither agree nor disagree,,Extremely likely,,,,2,3,1,4,6,5,7,Very important,Moderately important,Very important,Very important,Very important,Moderately important,Very important,Very important,,,Somewhat agree,,,2,5,4,1,3,6,Definitely yes,,Neutral,,,Somewhat attractive,Full-time,Accounting,Yes,No,Texas,29,Yes,Fully or mostly online,MBA,,No,Yes,8,Yes,Yes
2025-12-03 01:13:52,2025-12-03 01:31:24,IP Address,100,1051,True,2025-12-03 01:31:24,R_6dXyRDyohfN2eVw,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,1,2,7,5,4,3,6,Extremely important,Very important,Extremely important,Extremely important,Moderately important,Moderately important,Very important,Very important,Probably yes,"One benefit of attending and completing graduate school is the more in-depth knowledge and understanding of accounting topics. ",,,,,,,,,,,,Somewhat Positive,"With the less years in school, people may have to rely on more rigorous studying to receive a better understanding of accounting skills/topics a graduate student may already have. ","With the new CPA alternative, making a Graduate program where students can register for classes more flexibly would be best. Some students may take longer getting their graduate degrees due to seasonal availability issues with classes, thus making the degree less attractive to pursue.",Very attractive,Part-time,Accounting,No,No,Texas,20,No,,,,,,,,
2025-12-03 02:16:22,2025-12-03 02:29:38,IP Address,100,796,True,2025-12-03 02:29:38,R_5N22z3lELj8yAJL,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Decreased desire,Yes,,,,,,,,,,4,6,5,2,7,3,1,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Might or might not,"I will have my 150 credits in undergrad to take the CPA exam the traditional way. To me the cost and time of grad school is not worth it to me. especially when considering the opportunity cost of gaining real life experience and making an income.  ",,,,,,,,,,,,Very Positive,"there is a high demand for CPAs and Experience is one of the best teachers. Why not get young professionals to the work force sooner and have the learning from experience. This change will also entice more people to join the accounting field.  ",Still need to help prepare for the CPA for those who chose the traditional way. but Grad programs value will come more from networking and specializing than just as a qualification to get the CPA.,Somewhat attractive,Full-time,Accounting,No,No,Utah,24,No,,,,,,,,
2025-12-03 09:37:15,2025-12-03 09:56:48,IP Address,100,1173,True,2025-12-03 09:56:49,R_5AJ9heALTUO6cWB,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,2,3,1,4,5,6,7,Very important,Extremely important,Extremely important,Very important,Very important,Extremely important,Moderately important,Very important,Definitely yes,"At the end of the day, an important part of my career path is getting a deep understanding of what I am doing. I believe graduate school is perfect for that. I would like to be an entrepreneur further down the road, and credentials is a huge part of that. With a graduate degree, it is easier to find quality jobs that will provide me with great experience before I decide to hop into the entrepreneur world. Besides, I would rather pick an accountant with a CPA license AND graduate degree over an accountant with just the license. The tuition is a big consideration, but looking at the future benefits compared to just getting the undergrad I feel it is worth it. ",,,,,,,,,,,,Somewhat Positive,"I have been going back and forth. I love that this opportunity has been provided, but at the same time I worry that people who were required to get the graduate when they were in school, will see me as unqualified if I take the alternate route. It is nice that students who might not feel the need for the graduate degree based on their future, don't have to take that original path.","I don't know much about the program right as it is, but considering the alternative requires 2 years of work under a CPA, getting extra real-world experience in classes could be beneficial.",Very attractive,Full-time,Accounting,No,No,Utah,19,No,,,,,,,,
2025-12-03 13:02:36,2025-12-03 13:06:49,IP Address,100,252,True,2025-12-03 13:06:49,R_30ZrxPGaM1uW7B0,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,2,1,3,4,5,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Might or might not,"You don't have to be a CPA to prepare taxes, and you could make just as much if not more as the regular everyday CPA.",,,,,,,,,,,,Somewhat Negative,I would rather do more coursework than work in a place I potentially don't like.,Not sure.,Neither attractive nor unattractive,Full-time,Accounting,Yes,No,Utah,25,No,,,,,,,,
2025-12-03 13:37:06,2025-12-03 13:41:34,IP Address,100,267,True,2025-12-03 13:41:34,R_1EQZ9m3A6j93SZL,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,Significantly decreased desire,Yes,,,,,,,,,,5,3,1,2,4,6,7,Extremely important,Very important,Extremely important,Very important,Not at all important,Very important,Extremely important,Very important,Probably not,I think a cpa is more valuable so I don't see how a masters would be beneficial,,,,,,,,,,,,Very Positive,i can make money an extra year instead of spending money an extra year,make it more affordable,Somewhat attractive,Full-time,Accounting,Yes,Yes,Utah,24,No,,,,,,,,
2025-12-03 14:34:18,2025-12-03 14:44:08,IP Address,100,589,True,2025-12-03 14:44:08,R_3ftQ8rJ7L8g0QXT,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Significantly increased desire,Yes,,,,,,,,,,1,2,4,5,3,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Probably yes,"I have talked to many family members who are in the accounting world, some who do hiring. They have suggested that I still get a MAcc even with the change in requirements. They said that they still look for people who have higher education. They have also said that you would start at a hire salary, then someone without one. However, I do understand that someone who has worked for a year already could have a potential hire salary because of work experience. I think that the cost of tuition outweighs the year of work experience.",,,,,,,,,,,,Very Positive,I think that it provides a great opportunity for those who can't afford to get a master degree and just need to start working.,,Somewhat attractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
2025-12-03 14:43:19,2025-12-03 14:48:56,IP Address,100,337,True,2025-12-03 14:48:56,R_6ty4Fatu3dF3xS3,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly increased desire,No change in desire,Yes,,,,,,,,,,1,2,5,6,4,3,7,Extremely important,Very important,Very important,Extremely important,Moderately important,Moderately important,Very important,Extremely important,Probably yes,,,,,,,,,,,,,Very Positive,,,Very attractive,Full-time,Accounting,No,No,Utah,28,No,,,,,,,,
2025-12-03 14:47:15,2025-12-03 14:53:04,IP Address,100,349,True,2025-12-03 14:53:05,R_1UnPprer9HqAYEh,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,4,5,6,7,3,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Probably not,"I think graduate school is something that can get you in a door but the real learning comes from the field ",,,,,,,,,,,,Very Positive,"I think the extra year of work experience is more valuable than an extra year of school ","Course work that is more tailored to real work applications ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,23,No,,,,,,,,
2025-12-03 16:13:26,2025-12-03 16:27:47,IP Address,100,861,True,2025-12-03 16:27:48,R_6CouwK7XnhMIFxL,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,1,2,4,3,6,5,7,Extremely important,Slightly important,Moderately important,Extremely important,Moderately important,Extremely important,Slightly important,Extremely important,Probably yes,My initial thoughts on graduate degrees costs and benefits were that if a specific program was good enough and I was still interested in learning more it would be worth it. Good being it brought me more opportunities that the workforce could not provide in the same way.,,,,,,,,,,,,Neutral,It seems like something more flexible that will benefit some people who need to work and have bills that need to be payed over furthering their education.,I would not be able to comment since I have no experience with the graduate program.,Somewhat attractive,Full-time,Accounting,No,No,Texas,23,No,,,,,,,,
2025-12-03 17:01:31,2025-12-03 17:18:07,IP Address,100,995,True,2025-12-03 17:18:07,R_5c2bevaJZSElbny,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly decreased desire,Significantly decreased desire,Yes,,,,,,,,,,3,1,2,4,5,6,7,Extremely important,Moderately important,Moderately important,Extremely important,Moderately important,Very important,Very important,Moderately important,Might or might not,"I have talked to recruiters that equally value the CPA regardless of the way it was received. A masters is expensive, and it is another year where school is a top priority. It’s hard to want to keep going when you know the benefits could be exactly the same. I will say for that tax hires are preferred to have their graduate degree because of the additional classes they take on the subject, so I think we need to be talking to recruiters ",,,,,,,,,,,,Very Positive,"It gives the opportunity for students to get into careers sooner. It has allowed me to family plan and prepare a future of (hopefully) success sooner than expected ","Seriously talk to the people who are hiring. They’re practically the only people that count. If they don’t care, we won’t, but if they DO we really need to know. The career fair is great but the big one only happens once a semester ",Very attractive,Full-time,Accounting,Yes,Yes,Utah,20,No,,,,,,,,
2025-12-03 19:45:36,2025-12-03 19:57:52,IP Address,100,736,True,2025-12-03 19:57:52,R_6mh6gRuKeLvwGW8,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Somewhat disagree,"My initial intent in pursuing my graduate degree was to sit for the CPA, as there was a need for my master’s. However, with the law change, I was already so far along that I wasn’t going to stop after all the hard work I had done.",Somewhat unlikely,"The main challenge is time. With two younger children, knowing about other alternatives would definitely have influenced whether I completed my degree.",,,3,1,4,6,5,2,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,,,Strongly agree,"Thinking back to the mindset I had from the start, this degree is not only a path to where I want to be, but also a way to expand my knowledge. With this being the second-to-last class in the program, I can confidently say I have gained a lot of knowledge especially in this class.",Higher pay within my company,1,4,3,2,6,5,Definitely yes,My profession has allowed me to thankfully get through college however the gain at the is worth all the money spend.,Somewhat Positive,"I just feel that the knowledge you gain in the graduate program is important, although the other way is the “easy way out.”","I don't have any changes. I have enjoyed every part of this program even through the struggles of classes. Nothing beats the flexibility. ",Neither attractive nor unattractive,Full-time,Accounting,Yes,Yes,Texas,29,No,Fully or mostly online,MAcc,"Accounting is my career ",No,No,5,Yes,Yes
2025-12-03 20:48:24,2025-12-03 21:01:17,IP Address,100,773,True,2025-12-03 21:01:18,R_3imQO8knGfjBrF4,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly increased desire,No change in desire,Yes,,,,,,,,,,1,2,4,5,3,6,7,Extremely important,Moderately important,Very important,Extremely important,Moderately important,Very important,Very important,Extremely important,Probably yes,,,,,,,,,,,,,Very Positive,,,Very attractive,Full-time,Accounting,No,No,Utah,28,Yes,,,,,,,,
2025-12-03 21:26:06,2025-12-03 21:36:35,IP Address,100,629,True,2025-12-03 21:36:35,R_6M4i1OwMC7WplTC,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Neither agree nor disagree,Somewhat disagree,My family is really big on education; I come from a family of educators. I always wanted to pursue a graduate degree since I was a young child.,Extremely likely,"At the end of the day, I wanted to pursue a graduate degree no matter what.",,,2,1,3,6,4,5,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,Strongly agree,There are more opportunities for accounting majors who have a masters degree versus a bachelors degree.,,4,1,6,5,3,2,Might or might not,,Neutral,,,Neither attractive nor unattractive,Full-time,Accounting,No,No,Texas,26,No,Fully or mostly online,MAcc,"It was less broad with better/more opportunities. ",Yes,Yes,3,No,No
2025-12-03 22:05:02,2025-12-03 22:09:33,IP Address,100,270,True,2025-12-03 22:09:33,R_1fW9UPjYbxd30ob,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Significantly increased desire,No,,,,,,,,,,2,1,3,4,5,6,7,Extremely important,Very important,Moderately important,Very important,Slightly important,Extremely important,Very important,Slightly important,Probably yes,I have considered graduate school if I was able to attain a scholarship or receive any type of assistance for costs.,,,,,,,,,,,,Very Positive,It creates a more flexible and reasonable option to obtain a CPA.,,Somewhat attractive,Full-time,Accounting,No,No,Texas,25,No,,,,,,,,
2025-12-03 23:06:10,2025-12-03 23:18:59,IP Address,100,769,True,2025-12-03 23:19:00,R_7MSftSauLSQcP3M,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,4,5,2,3,1,6,7,Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Moderately important,Very important,Definitely yes,It might cost money now but you can make that money that you spend in a year or two back so fast.,,,,,,,,,,,,Very Positive,I am not the best at school and was worried about having more schooling.,Maybe make classes that involve using accounting in new ways or talking to people who have used their degree to make the most!,Very attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-03 23:08:37,2025-12-03 23:20:39,IP Address,100,721,True,2025-12-03 23:20:39,R_1N7uJV1QboYzfkl,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,6,3,2,4,5,1,7,Moderately important,Very important,Very important,Moderately important,Extremely important,Very important,Extremely important,Extremely important,Probably not,"I have already spent 4 years of my life getting an undergraduate degree, and I want to work full-time. I think experience in a Job field would help more in the long run. This AI and other technology advances, there is not a lot of benefit for me",,,,,,,,,,,,Somewhat Positive,"I think work experience is better in a lot of cases. I see this in a positive light because later in life, I could get my CPA license after working  ",I think it could improve by making it more affordable and help student take there time with the program,Somewhat attractive,Full-time,Accounting,No,No,Utah,24,No,,,,,,,,
2025-12-03 23:19:26,2025-12-03 23:21:35,IP Address,100,128,True,2025-12-03 23:21:35,R_1dcM6ML3EZELnu9,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,4,5,1,2,3,6,7,Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Moderately important,Very important,Definitely yes,,,,,,,,,,,,,Very Positive,,,Very attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-03 23:20:54,2025-12-03 23:21:46,IP Address,100,51,True,2025-12-03 23:21:46,R_1EKGfiLB2ITY2MF,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Decreased desire,No,,,,,,,,,,,,,,,,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Definitely yes,,,,,,,,,,,,,Somewhat Positive,,,Somewhat attractive,Full-time,Accounting,Yes,Yes,Utah,24,Yes,,,,,,,,
2025-12-04 01:26:06,2025-12-04 01:32:37,IP Address,100,390,True,2025-12-04 01:32:37,R_6pXhbRcHp2nNI2b,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,7,6,2,1,3,4,5,Very important,Very important,Extremely important,Moderately important,Very important,Slightly important,Slightly important,Very important,Probably not,"I think it is too expensive, especially when I do not want to get a student loan. The benefit I think has greatly diminished in this age. It seems that less and less employers are requiring higher degrees. Perhaps for the older, more prestigious companies, they still prefer higher education degrees, but now it feels that most companies want experience over a degree.",,,,,,,,,,,,Somewhat Positive,I like it because I didn't want to do a masters degree and this gives me the option to attempt to get my CPA if its required in the future without having to go back to school.,I have no idea what our graduate program looks like.,Somewhat attractive,Full-time,Accounting,No,No,Utah,28,No,,,,,,,,
